ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
,Technology,Bachelors,2,33,4,10,1,0,81,,,,,,,,,,,,,,0,,0,,162,40,,
,Analytics,Bachelors,1,58,5,19,1,0,81,,,,,,,,,,,,,,0,,0,,81,95,,
,Analytics,Bachelors,1,28,3,6,0,0,97,,,,,,,,,,,,,,0,,0,,97,18,,
,Analytics,Masters & above,1,37,3,3,1,0,80,,,,,,,,,,,,,,0,,0,,80,9,,
,Operations,Masters & above,1,43,1,5,0,0,65,,,,,,,,,,,,,,0,,0,,65,5,,
,Finance,Masters & above,1,35,4,5,1,0,64,,,,,,,,,,,,,,0,,0,,64,20,,
,Procurement,Masters & above,1,39,2,8,0,0,69,,,,,,,,,,,,,,0,,0,,69,16,,
,Procurement,Bachelors,4,27,5,2,1,0,69,,,,,,,,,,,,,,0,,0,,276,10,,
,Operations,Masters & above,1,44,5,5,1,0,57,,,,,,,,,,,,,,0,,0,,57,25,,
,HR,Bachelors,1,30,3,3,1,0,49,,,,,,,,,,,,,,0,,0,,49,9,,
,Sales & Marketing,Masters & above,1,49,3,7,0,0,52,,,,,,,,,,,,,,0,,0,,52,21,,
,Analytics,Bachelors,1,39,4,7,1,1,85,,,,,,,,,,,,,,0,,0,,85,28,,
,Technology,Bachelors,1,24,,1,0,0,77,,,,,,,,,,,,,,0,,0,,77,,,
,Technology,Masters & above,1,32,3,7,1,0,81,,,,,,,,,,,,,,0,,0,,81,21,,
,Technology,Masters & above,1,42,3,14,0,0,84,,,,,,,,,,,,,,0,,0,,84,42,,
,Procurement,Masters & above,1,37,2,4,0,0,66,,,,,,,,,,,,,,0,,0,,66,8,,
,Sales & Marketing,Bachelors,1,35,3,7,0,0,47,,,,,,,,,,,,,,0,,0,,47,21,,
,Procurement,Bachelors,1,36,5,2,1,0,70,,,,,,,,,,,,,,0,,0,,70,10,,
,Analytics,Bachelors,1,30,1,3,0,0,82,,,,,,,,,,,,,,0,,0,,82,3,,
,Sales & Marketing,Bachelors,1,30,2,2,0,0,48,,,,,,,,,,,,,,0,,0,,48,4,,
,Sales & Marketing,Masters & above,1,33,4,8,0,0,53,,,,,,,,,,,,,,0,,0,,53,32,,
,Operations,Masters & above,1,49,4,20,1,0,64,,,,,,,,,,,,,,0,,0,,64,80,,
,Sales & Marketing,Masters & above,1,31,2,4,0,0,54,,,,,,,,,,,,,,0,,0,,54,8,,
,Sales & Marketing,,1,21,,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Operations,Masters & above,1,44,3,7,1,0,60,,,,,,,,,,,,,,0,,0,,60,21,,
,Operations,Below Secondary,1,25,,1,0,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Legal,Bachelors,1,30,4,4,0,0,59,,,,,,,,,,,,,,0,,0,,59,16,,
,Technology,Bachelors,1,44,2,7,0,0,78,,,,,,,,,,,,,,0,,0,,78,14,,
,Procurement,Bachelors,1,29,5,5,1,0,96,,,,,,,,,,,,,,0,,0,,96,25,,
,Operations,Bachelors,1,32,2,9,1,0,65,,,,,,,,,,,,,,0,,0,,65,18,,
,Sales & Marketing,Bachelors,1,39,2,4,0,0,50,,,,,,,,,,,,,,0,,0,,50,8,,
,Sales & Marketing,Bachelors,1,23,,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,,,
,Sales & Marketing,Bachelors,1,36,5,9,1,0,47,,,,,,,,,,,,,,0,,0,,47,45,,
,Procurement,Bachelors,1,29,1,2,0,0,71,,,,,,,,,,,,,,0,,0,,71,2,,
,Operations,Bachelors,1,35,3,6,0,0,59,,,,,,,,,,,,,,0,,0,,59,18,,
,Operations,Masters & above,1,38,3,4,1,0,63,,,,,,,,,,,,,,0,,0,,63,12,,
,Finance,Masters & above,1,39,5,11,1,0,59,,,,,,,,,,,,,,0,,0,,59,55,,
,Operations,Bachelors,1,30,5,6,1,0,61,,,,,,,,,,,,,,0,,0,,61,30,,
,Sales & Marketing,Masters & above,1,38,2,9,0,0,51,,,,,,,,,,,,,,0,,0,,51,18,,
,Technology,Masters & above,1,39,1,4,0,0,82,,,,,,,,,,,,,,0,,0,,82,4,,
,Operations,Masters & above,1,40,2,5,0,0,59,,,,,,,,,,,,,,0,,0,,59,10,,
,Sales & Marketing,Bachelors,1,39,3,10,0,0,49,,,,,,,,,,,,,,0,,0,,49,30,,
,Procurement,Bachelors,1,29,5,2,1,0,67,,,,,,,,,,,,,,0,,0,,67,10,,
,Analytics,Bachelors,1,32,4,7,0,0,84,,,,,,,,,,,,,,0,,0,,84,28,,
,Sales & Marketing,Bachelors,2,38,3,10,0,0,54,,,,,,,,,,,,,,0,,0,,108,30,,
,Procurement,Masters & above,2,37,4,6,1,0,71,,,,,,,,,,,,,,0,,0,,142,24,,
,R&D,Masters & above,2,34,2,10,1,0,84,,,,,,,,,,,,,,0,,0,,168,20,,
,Procurement,Bachelors,1,58,2,5,0,0,67,,,,,,,,,,,,,,0,,0,,67,10,,
,Sales & Marketing,Bachelors,1,34,5,7,1,0,48,,,,,,,,,,,,,,0,,0,,48,35,,
,Procurement,Bachelors,1,38,4,10,0,0,72,,,,,,,,,,,,,,0,,0,,72,40,,
,Technology,Masters & above,1,47,2,17,0,0,86,,,,,,,,,,,,,,0,,0,,86,34,,
,Operations,Bachelors,1,31,4,7,0,0,57,,,,,,,,,,,,,,0,,0,,57,28,,
,Procurement,Bachelors,2,27,,1,0,0,68,,,,,,,,,,,,,,0,,0,,136,,,
,Procurement,Masters & above,1,38,5,4,1,0,67,,,,,,,,,,,,,,0,,0,,67,20,,
,Operations,Bachelors,1,31,5,3,1,0,62,,,,,,,,,,,,,,0,,0,,62,15,,
,Technology,Masters & above,1,38,3,4,1,1,81,,,,,,,,,,,,,,0,,0,,81,12,,
,HR,Masters & above,1,33,3,3,1,0,52,,,,,,,,,,,,,,0,,0,,52,9,,
,Sales & Marketing,Bachelors,1,32,1,8,0,0,51,,,,,,,,,,,,,,0,,0,,51,8,,
,Legal,Bachelors,1,30,,1,0,0,55,,,,,,,,,,,,,,0,,0,,55,,,
,Procurement,Bachelors,1,53,5,17,0,0,96,,,,,,,,,,,,,,0,,0,,96,85,,
,Technology,Bachelors,2,35,3,8,0,0,78,,,,,,,,,,,,,,0,,0,,156,24,,
,Operations,Bachelors,1,34,4,9,1,0,70,,,,,,,,,,,,,,0,,0,,70,36,,
,Operations,Masters & above,2,37,4,10,1,0,61,,,,,,,,,,,,,,0,,0,,122,40,,
,Operations,Bachelors,1,27,3,2,0,0,60,,,,,,,,,,,,,,0,,0,,60,6,,
,Operations,Below Secondary,1,27,,1,0,0,61,,,,,,,,,,,,,,0,,0,,61,,,
,HR,Bachelors,1,29,3,3,1,0,49,,,,,,,,,,,,,,0,,0,,49,9,,
,Sales & Marketing,Bachelors,3,29,1,6,0,0,42,,,,,,,,,,,,,,0,,0,,126,6,,
,Sales & Marketing,Masters & above,1,34,3,7,0,0,67,,,,,,,,,,,,,,0,,0,,67,21,,
,HR,Bachelors,1,29,,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Operations,Bachelors,1,35,3,6,0,0,57,,,,,,,,,,,,,,0,,0,,57,18,,
,Technology,Below Secondary,1,24,,1,1,0,81,,,,,,,,,,,,,,0,,0,,81,,,
,Procurement,Bachelors,2,35,2,7,1,0,71,,,,,,,,,,,,,,0,,0,,142,14,,
,Sales & Marketing,Bachelors,1,28,,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Analytics,Bachelors,1,33,5,10,0,0,78,,,,,,,,,,,,,,0,,0,,78,50,,
,Technology,Masters & above,1,41,3,10,0,0,78,,,,,,,,,,,,,,0,,0,,78,30,,
,Procurement,Bachelors,1,26,5,3,1,0,71,,,,,,,,,,,,,,0,,0,,71,15,,
,Sales & Marketing,Bachelors,1,30,1,2,0,0,49,,,,,,,,,,,,,,0,,0,,49,2,,
,Procurement,Bachelors,1,39,3,5,0,0,70,,,,,,,,,,,,,,0,,0,,70,15,,
,Technology,Bachelors,1,32,3,7,0,0,84,,,,,,,,,,,,,,0,,0,,84,21,,
,Technology,Bachelors,1,51,2,4,0,0,76,,,,,,,,,,,,,,0,,0,,76,8,,
,Analytics,Bachelors,1,30,3,3,0,0,87,,,,,,,,,,,,,,0,,0,,87,9,,
,Finance,Masters & above,1,38,2,5,0,0,60,,,,,,,,,,,,,,0,,0,,60,10,,
,Sales & Marketing,Bachelors,1,41,3,7,1,0,49,,,,,,,,,,,,,,0,,0,,49,21,,
,Operations,Below Secondary,1,23,4,2,0,0,60,,,,,,,,,,,,,,0,,0,,60,8,,
,Analytics,Bachelors,2,28,,1,1,0,80,,,,,,,,,,,,,,0,,0,,160,,,
,Sales & Marketing,Bachelors,1,48,3,14,1,0,52,,,,,,,,,,,,,,0,,0,,52,42,,
,Sales & Marketing,Masters & above,1,35,3,10,0,0,50,,,,,,,,,,,,,,0,,0,,50,30,,
,Operations,Bachelors,1,40,5,5,0,0,57,,,,,,,,,,,,,,0,,0,,57,25,,
,Sales & Marketing,Bachelors,1,39,4,12,1,0,51,,,,,,,,,,,,,,0,,0,,51,48,,
,Analytics,Bachelors,1,29,3,4,0,0,82,,,,,,,,,,,,,,0,,0,,82,12,,
,Technology,Masters & above,1,30,3,3,0,0,82,,,,,,,,,,,,,,0,,0,,82,9,,
,Analytics,Masters & above,1,39,3,3,0,0,82,,,,,,,,,,,,,,0,,0,,82,9,,
,Procurement,Bachelors,1,36,3,3,0,0,69,,,,,,,,,,,,,,0,,0,,69,9,,
,Sales & Marketing,Bachelors,1,32,3,4,0,0,50,,,,,,,,,,,,,,0,,0,,50,12,,
,Technology,Masters & above,2,42,3,5,0,0,80,,,,,,,,,,,,,,0,,0,,160,15,,
,Technology,Masters & above,1,38,4,8,1,0,76,,,,,,,,,,,,,,0,,0,,76,32,,
,Sales & Marketing,Bachelors,1,27,4,3,1,0,51,,,,,,,,,,,,,,0,,0,,51,12,,
,Sales & Marketing,Bachelors,3,28,1,6,0,0,49,,,,,,,,,,,,,,0,,0,,147,6,,
,Sales & Marketing,Bachelors,1,29,,1,0,0,50,,,,,,,,,,,,,,0,,0,,50,,,
,Procurement,Bachelors,1,34,5,5,1,0,69,,,,,,,,,,,,,,0,,0,,69,25,,
,Operations,Bachelors,1,37,5,5,1,0,62,,,,,,,,,,,,,,0,,0,,62,25,,
,Operations,Bachelors,1,24,3,2,0,0,59,,,,,,,,,,,,,,0,,0,,59,6,,
,Sales & Marketing,Bachelors,2,27,3,6,0,0,48,,,,,,,,,,,,,,0,,0,,96,18,,
,Technology,Masters & above,1,39,5,5,1,0,80,,,,,,,,,,,,,,0,,0,,80,25,,
,Sales & Marketing,Masters & above,1,29,1,7,0,0,50,,,,,,,,,,,,,,0,,0,,50,7,,
,Analytics,Bachelors,2,27,3,3,1,0,82,,,,,,,,,,,,,,0,,0,,164,9,,
,Technology,Bachelors,1,27,3,3,0,0,81,,,,,,,,,,,,,,0,,0,,81,9,,
,Technology,Masters & above,1,54,3,22,0,0,76,,,,,,,,,,,,,,0,,0,,76,66,,
,Sales & Marketing,Masters & above,1,34,3,5,0,0,52,,,,,,,,,,,,,,0,,0,,52,15,,
,Operations,Bachelors,1,47,3,18,1,0,59,,,,,,,,,,,,,,0,,0,,59,54,,
,Sales & Marketing,Bachelors,1,25,4,3,1,0,50,,,,,,,,,,,,,,0,,0,,50,12,,
,Procurement,Masters & above,1,34,5,6,0,0,70,,,,,,,,,,,,,,0,,0,,70,30,,
,Procurement,Bachelors,1,46,4,4,1,0,67,,,,,,,,,,,,,,0,,0,,67,16,,
,Operations,Bachelors,1,24,,1,0,0,60,,,,,,,,,,,,,,0,,0,,60,,,
,Sales & Marketing,Masters & above,1,34,5,3,1,0,44,,,,,,,,,,,,,,0,,0,,44,15,,
,Sales & Marketing,Bachelors,1,30,5,7,1,1,48,,,,,,,,,,,,,,0,,0,,48,35,,
,Sales & Marketing,Masters & above,1,33,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Sales & Marketing,Bachelors,1,54,1,4,0,0,52,,,,,,,,,,,,,,0,,0,,52,4,,
,Sales & Marketing,Bachelors,1,26,4,3,0,0,48,,,,,,,,,,,,,,0,,0,,48,12,,
,Sales & Marketing,,1,24,,1,1,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Sales & Marketing,Bachelors,2,24,,1,0,0,48,,,,,,,,,,,,,,0,,0,,96,,,
,Finance,Bachelors,2,25,,1,1,0,55,,,,,,,,,,,,,,0,,0,,110,,,
,Sales & Marketing,Masters & above,1,38,1,10,0,0,49,,,,,,,,,,,,,,0,,0,,49,10,,
,Finance,Bachelors,2,28,4,2,0,0,60,,,,,,,,,,,,,,0,,0,,120,8,,
,Analytics,Bachelors,1,28,,1,0,0,83,,,,,,,,,,,,,,0,,0,,83,,,
,Operations,Bachelors,1,39,5,10,1,0,63,,,,,,,,,,,,,,0,,0,,63,50,,
,Sales & Marketing,,1,24,,1,0,0,44,,,,,,,,,,,,,,0,,0,,44,,,
,Analytics,Bachelors,1,27,,1,0,0,83,,,,,,,,,,,,,,0,,0,,83,,,
,Technology,,1,35,2,7,0,0,81,,,,,,,,,,,,,,0,,0,,81,14,,
,Operations,Bachelors,1,34,5,6,1,0,57,,,,,,,,,,,,,,0,,0,,57,30,,
,Procurement,Masters & above,1,43,5,4,1,0,62,,,,,,,,,,,,,,0,,0,,62,20,,
,Procurement,Masters & above,1,41,5,12,1,0,69,,,,,,,,,,,,,,0,,0,,69,60,,
,Operations,Bachelors,1,59,3,6,1,1,62,,,,,,,,,,,,,,0,,0,,62,18,,
,Sales & Marketing,Bachelors,1,32,5,7,1,0,49,,,,,,,,,,,,,,0,,0,,49,35,,
,Operations,Bachelors,1,28,4,3,0,0,62,,,,,,,,,,,,,,0,,0,,62,12,,
,Sales & Marketing,Bachelors,3,29,3,3,0,0,52,,,,,,,,,,,,,,0,,0,,156,9,,
,Operations,Masters & above,1,37,3,5,1,1,59,,,,,,,,,,,,,,0,,0,,59,15,,
,Sales & Marketing,Bachelors,1,30,,1,0,0,50,,,,,,,,,,,,,,0,,0,,50,,,
,Sales & Marketing,Masters & above,1,48,3,7,0,0,51,,,,,,,,,,,,,,0,,0,,51,21,,
,Operations,Masters & above,1,42,2,3,0,0,61,,,,,,,,,,,,,,0,,0,,61,6,,
,Sales & Marketing,Bachelors,1,31,5,3,1,0,55,,,,,,,,,,,,,,0,,0,,55,15,,
,Legal,Bachelors,1,29,5,3,1,0,58,,,,,,,,,,,,,,0,,0,,58,15,,
,Analytics,Bachelors,1,29,2,6,1,0,83,,,,,,,,,,,,,,0,,0,,83,12,,
,HR,Masters & above,2,43,3,7,0,0,50,,,,,,,,,,,,,,0,,0,,100,21,,
,Finance,Bachelors,3,45,3,16,0,0,59,,,,,,,,,,,,,,0,,0,,177,48,,
,Finance,Bachelors,1,25,3,2,1,0,64,,,,,,,,,,,,,,0,,0,,64,6,,
,Analytics,Masters & above,1,39,3,6,0,0,85,,,,,,,,,,,,,,0,,0,,85,18,,
,Operations,Bachelors,1,41,4,6,0,0,55,,,,,,,,,,,,,,0,,0,,55,24,,
,Sales & Marketing,Bachelors,1,38,2,4,0,0,54,,,,,,,,,,,,,,0,,0,,54,8,,
,Analytics,Bachelors,1,26,5,3,1,0,81,,,,,,,,,,,,,,0,,0,,81,15,,
,Analytics,Bachelors,1,28,4,3,1,0,93,,,,,,,,,,,,,,0,,0,,93,12,,
,HR,Below Secondary,1,26,,1,1,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Sales & Marketing,Bachelors,2,44,3,12,0,0,56,,,,,,,,,,,,,,0,,0,,112,36,,
,Sales & Marketing,Masters & above,1,45,3,16,0,0,49,,,,,,,,,,,,,,0,,0,,49,48,,
,Operations,Bachelors,1,39,4,11,1,0,61,,,,,,,,,,,,,,0,,0,,61,44,,
,Sales & Marketing,Bachelors,1,37,1,7,0,0,50,,,,,,,,,,,,,,0,,0,,50,7,,
,HR,Bachelors,1,26,4,3,1,0,48,,,,,,,,,,,,,,0,,0,,48,12,,
,Analytics,Masters & above,3,39,5,13,0,0,81,,,,,,,,,,,,,,0,,0,,243,65,,
,Analytics,Bachelors,2,28,1,3,0,0,84,,,,,,,,,,,,,,0,,0,,168,3,,
,Operations,Bachelors,1,31,1,2,0,0,58,,,,,,,,,,,,,,0,,0,,58,2,,
,HR,Bachelors,1,26,3,3,0,0,44,,,,,,,,,,,,,,0,,0,,44,9,,
,R&D,Masters & above,1,38,5,9,1,0,87,,,,,,,,,,,,,,0,,0,,87,45,,
,Operations,Bachelors,1,37,3,13,0,0,57,,,,,,,,,,,,,,0,,0,,57,39,,
,Operations,Bachelors,1,32,3,8,0,0,60,,,,,,,,,,,,,,0,,0,,60,24,,
,Operations,Below Secondary,1,21,,1,0,0,60,,,,,,,,,,,,,,0,,0,,60,,,
,Procurement,Bachelors,1,28,,1,1,0,69,,,,,,,,,,,,,,0,,0,,69,,,
,R&D,Bachelors,1,28,3,3,0,0,86,,,,,,,,,,,,,,0,,0,,86,9,,
,Procurement,Bachelors,9,36,4,3,1,0,73,,,,,,,,,,,,,,0,,0,,657,12,,
,Sales & Marketing,Bachelors,1,47,5,20,0,0,50,,,,,,,,,,,,,,0,,0,,50,100,,
,Operations,Bachelors,1,30,3,3,1,0,59,,,,,,,,,,,,,,0,,0,,59,9,,
,Operations,Masters & above,1,38,4,4,0,0,61,,,,,,,,,,,,,,0,,0,,61,16,,
,Technology,Bachelors,1,26,3,2,0,0,75,,,,,,,,,,,,,,0,,0,,75,6,,
,Procurement,Masters & above,1,39,3,3,1,0,73,,,,,,,,,,,,,,0,,0,,73,9,,
,Procurement,Bachelors,1,39,3,10,0,0,69,,,,,,,,,,,,,,0,,0,,69,30,,
,Analytics,Masters & above,2,30,5,8,1,0,85,,,,,,,,,,,,,,0,,0,,170,40,,
,Operations,Masters & above,1,35,3,9,1,0,58,,,,,,,,,,,,,,0,,0,,58,27,,
,Operations,Bachelors,1,27,4,2,0,0,61,,,,,,,,,,,,,,0,,0,,61,8,,
,Analytics,Bachelors,1,29,,1,1,0,90,,,,,,,,,,,,,,0,,0,,90,,,
,Operations,Below Secondary,1,25,3,2,1,0,61,,,,,,,,,,,,,,0,,0,,61,6,,
,Sales & Marketing,Bachelors,1,35,3,7,1,0,48,,,,,,,,,,,,,,0,,0,,48,21,,
,Procurement,Bachelors,1,30,5,5,1,0,76,,,,,,,,,,,,,,0,,0,,76,25,,
,Operations,Masters & above,1,45,5,14,1,0,58,,,,,,,,,,,,,,0,,0,,58,70,,
,Sales & Marketing,Bachelors,2,26,2,2,0,0,51,,,,,,,,,,,,,,0,,0,,102,4,,
,Sales & Marketing,Bachelors,1,28,4,4,0,0,55,,,,,,,,,,,,,,0,,0,,55,16,,
,Operations,Masters & above,2,43,3,5,0,0,63,,,,,,,,,,,,,,0,,0,,126,15,,
,Procurement,Masters & above,1,59,5,6,1,0,72,,,,,,,,,,,,,,0,,0,,72,30,,
,Procurement,Masters & above,1,41,5,6,1,0,71,,,,,,,,,,,,,,0,,0,,71,30,,
,Operations,Bachelors,1,31,2,5,0,0,60,,,,,,,,,,,,,,0,,0,,60,10,,
,Finance,Masters & above,2,32,3,5,0,0,55,,,,,,,,,,,,,,0,,0,,110,15,,
,Procurement,Masters & above,1,42,1,6,1,0,69,,,,,,,,,,,,,,0,,0,,69,6,,
,Technology,Masters & above,2,34,3,8,1,0,85,,,,,,,,,,,,,,0,,0,,170,24,,
,Analytics,Bachelors,1,32,5,5,1,0,82,,,,,,,,,,,,,,0,,0,,82,25,,
,HR,Bachelors,1,28,3,2,0,0,50,,,,,,,,,,,,,,0,,0,,50,6,,
,Sales & Marketing,Bachelors,1,31,4,7,0,0,51,,,,,,,,,,,,,,0,,0,,51,28,,
,Sales & Marketing,Masters & above,2,40,1,6,1,0,49,,,,,,,,,,,,,,0,,0,,98,6,,
,Sales & Marketing,Bachelors,1,27,4,4,1,0,49,,,,,,,,,,,,,,0,,0,,49,16,,
,Analytics,Bachelors,1,29,1,4,0,0,80,,,,,,,,,,,,,,0,,0,,80,4,,
,Technology,Bachelors,1,27,4,4,1,0,82,,,,,,,,,,,,,,0,,0,,82,16,,
,Sales & Marketing,Masters & above,1,32,5,3,0,0,51,,,,,,,,,,,,,,0,,0,,51,15,,
,Finance,Bachelors,1,32,5,6,1,0,60,,,,,,,,,,,,,,0,,0,,60,30,,
,Analytics,Bachelors,1,25,4,2,0,0,86,,,,,,,,,,,,,,0,,0,,86,8,,
,Operations,Masters & above,1,37,3,7,1,0,57,,,,,,,,,,,,,,0,,0,,57,21,,
,Sales & Marketing,Bachelors,1,28,,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Operations,Bachelors,1,37,1,10,0,0,62,,,,,,,,,,,,,,0,,0,,62,10,,
,Sales & Marketing,Bachelors,4,29,4,5,0,0,50,,,,,,,,,,,,,,0,,0,,200,20,,
,HR,Bachelors,1,29,3,4,0,0,47,,,,,,,,,,,,,,0,,0,,47,12,,
,Analytics,Masters & above,1,36,3,3,0,0,84,,,,,,,,,,,,,,0,,0,,84,9,,
,Analytics,Masters & above,1,40,5,10,0,0,83,,,,,,,,,,,,,,0,,0,,83,50,,
,Sales & Marketing,Bachelors,1,37,1,11,0,0,51,,,,,,,,,,,,,,0,,0,,51,11,,
,Finance,Bachelors,1,26,5,4,1,0,59,,,,,,,,,,,,,,0,,0,,59,20,,
,Sales & Marketing,Bachelors,1,55,3,12,0,0,51,,,,,,,,,,,,,,0,,0,,51,36,,
,Analytics,Bachelors,1,26,1,2,0,0,88,,,,,,,,,,,,,,0,,0,,88,2,,
,Sales & Marketing,Bachelors,1,34,3,2,1,0,43,,,,,,,,,,,,,,0,,0,,43,6,,
,Technology,Masters & above,2,45,5,7,1,0,80,,,,,,,,,,,,,,0,,0,,160,35,,
,Sales & Marketing,Bachelors,2,20,,1,1,0,46,,,,,,,,,,,,,,0,,0,,92,,,
,Operations,Masters & above,1,41,5,7,1,0,63,,,,,,,,,,,,,,0,,0,,63,35,,
,Operations,Bachelors,1,35,2,9,0,0,63,,,,,,,,,,,,,,0,,0,,63,18,,
,Operations,Masters & above,1,35,3,8,1,0,60,,,,,,,,,,,,,,0,,0,,60,24,,
,Sales & Marketing,Masters & above,1,43,5,2,1,0,53,,,,,,,,,,,,,,0,,0,,53,10,,
,Operations,Masters & above,1,53,4,12,0,0,58,,,,,,,,,,,,,,0,,0,,58,48,,
,Sales & Marketing,Bachelors,1,25,,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,,,
,Technology,Masters & above,1,33,3,4,0,0,75,,,,,,,,,,,,,,0,,0,,75,12,,
,R&D,Masters & above,2,26,,1,0,0,86,,,,,,,,,,,,,,0,,0,,172,,,
,Operations,Bachelors,2,48,5,3,1,1,57,,,,,,,,,,,,,,0,,0,,114,15,,
,Sales & Marketing,Bachelors,1,30,,1,0,0,40,,,,,,,,,,,,,,0,,0,,40,,,
,HR,Bachelors,1,32,3,7,0,0,49,,,,,,,,,,,,,,0,,0,,49,21,,
,Analytics,Masters & above,2,34,5,6,0,0,82,,,,,,,,,,,,,,0,,0,,164,30,,
,Finance,Bachelors,1,30,3,2,0,0,59,,,,,,,,,,,,,,0,,0,,59,6,,
,HR,Bachelors,1,37,1,9,0,0,50,,,,,,,,,,,,,,0,,0,,50,9,,
,Operations,Bachelors,1,34,5,7,1,0,61,,,,,,,,,,,,,,0,,0,,61,35,,
,Sales & Marketing,Bachelors,1,28,3,4,1,0,51,,,,,,,,,,,,,,0,,0,,51,12,,
,Sales & Marketing,Masters & above,2,44,3,11,0,0,51,,,,,,,,,,,,,,0,,0,,102,33,,
,Operations,Below Secondary,1,28,3,2,1,0,63,,,,,,,,,,,,,,0,,0,,63,6,,
,Sales & Marketing,Bachelors,1,38,4,4,1,0,47,,,,,,,,,,,,,,0,,0,,47,16,,
,Sales & Marketing,Bachelors,1,28,1,3,0,0,51,,,,,,,,,,,,,,0,,0,,51,3,,
,Sales & Marketing,Bachelors,1,34,3,6,0,0,50,,,,,,,,,,,,,,0,,0,,50,18,,
,Sales & Marketing,Bachelors,1,49,3,9,0,0,50,,,,,,,,,,,,,,0,,0,,50,27,,
,Analytics,Bachelors,1,27,4,4,1,0,81,,,,,,,,,,,,,,0,,0,,81,16,,
,Technology,Bachelors,2,29,,1,0,0,84,,,,,,,,,,,,,,0,,0,,168,,,
,Procurement,Bachelors,1,29,3,7,0,0,65,,,,,,,,,,,,,,0,,0,,65,21,,
,Sales & Marketing,Masters & above,1,33,1,8,0,0,49,,,,,,,,,,,,,,0,,0,,49,8,,
,Analytics,Bachelors,1,29,4,3,1,0,82,,,,,,,,,,,,,,0,,0,,82,12,,
,R&D,Masters & above,2,30,3,5,0,0,86,,,,,,,,,,,,,,0,,0,,172,15,,
,Analytics,Bachelors,1,31,3,4,1,1,83,,,,,,,,,,,,,,0,,0,,83,12,,
,Finance,Bachelors,1,25,,1,0,0,62,,,,,,,,,,,,,,0,,0,,62,,,
,Sales & Marketing,Bachelors,2,36,4,5,0,0,48,,,,,,,,,,,,,,0,,0,,96,20,,
,Analytics,,1,26,3,2,0,0,80,,,,,,,,,,,,,,0,,0,,80,6,,
,Operations,Bachelors,1,31,3,3,0,0,59,,,,,,,,,,,,,,0,,0,,59,9,,
,Analytics,Bachelors,1,36,5,4,1,0,87,,,,,,,,,,,,,,0,,0,,87,20,,
,Sales & Marketing,Bachelors,2,47,4,17,0,0,52,,,,,,,,,,,,,,0,,0,,104,68,,
,R&D,Masters & above,1,28,3,5,0,0,87,,,,,,,,,,,,,,0,,0,,87,15,,
,Sales & Marketing,Bachelors,3,29,2,4,0,0,45,,,,,,,,,,,,,,0,,0,,135,8,,
,Analytics,Bachelors,2,26,5,5,1,0,85,,,,,,,,,,,,,,0,,0,,170,25,,
,Operations,Bachelors,1,31,3,4,0,0,62,,,,,,,,,,,,,,0,,0,,62,12,,
,Technology,Masters & above,2,35,2,7,0,0,77,,,,,,,,,,,,,,0,,0,,154,14,,
,Sales & Marketing,Bachelors,2,33,3,6,0,0,52,,,,,,,,,,,,,,0,,0,,104,18,,
,Operations,Bachelors,1,34,3,3,0,0,56,,,,,,,,,,,,,,0,,0,,56,9,,
,Operations,Bachelors,1,27,5,2,1,0,59,,,,,,,,,,,,,,0,,0,,59,10,,
,Sales & Marketing,Bachelors,1,23,,1,1,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Sales & Marketing,,1,36,5,5,1,0,52,,,,,,,,,,,,,,0,,0,,52,25,,
,Operations,Below Secondary,1,21,4,2,0,0,52,,,,,,,,,,,,,,0,,0,,52,8,,
,Sales & Marketing,Bachelors,2,38,3,10,0,0,48,,,,,,,,,,,,,,0,,0,,96,30,,
,Operations,Bachelors,1,35,3,7,0,0,63,,,,,,,,,,,,,,0,,0,,63,21,,
,Operations,Bachelors,1,28,,1,0,0,57,,,,,,,,,,,,,,0,,0,,57,,,
,Sales & Marketing,Bachelors,1,23,,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Operations,Bachelors,1,55,4,16,0,0,51,,,,,,,,,,,,,,0,,0,,51,64,,
,Sales & Marketing,Bachelors,1,51,4,3,0,0,51,,,,,,,,,,,,,,0,,0,,51,12,,
,HR,Masters & above,1,50,3,15,1,0,46,,,,,,,,,,,,,,0,,0,,46,45,,
